qid,text,answer,source,text_norm
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human20,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human21,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human22,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human23,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human24,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human25,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human26,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human27,"During the past month, what time have you usually gone to bed at night"
PSS_1,"During the past month, what time have you usually gone to bed at night?",Physical,Human28,"During the past month, what time have you usually gone to bed at night"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human01,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human02,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human03,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human04,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human05,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human06,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human07,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Environmental,Human08,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human09,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human10,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human11,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human12,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human13,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human14,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human15,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Environmental,Human16,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human17,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Environmental,Human18,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Environmental,Human19,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human20,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human21,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human22,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human23,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human24,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human25,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human26,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human27,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_1,"During the past month, how often has your bed partner or room mate reported loud snoring?",Physical,Human28,"During the past month, how often has your bed partner or room mate reported loud snoring"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human01,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human02,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human03,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human04,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human05,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human06,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human07,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Environmental,Human08,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human09,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human10,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human11,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human12,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human13,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human14,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human15,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human16,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human17,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Emotional,Human18,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human19,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human20,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human21,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human22,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human23,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Social,Human24,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human25,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human26,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human27,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_2,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?",Physical,Human28,"During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human01,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human02,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human03,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human04,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human05,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human06,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human07,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Environmental,Human08,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human09,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human10,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human11,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human12,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human13,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human14,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human15,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human16,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human17,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Emotional,Human18,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Environmental,Human19,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human20,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human21,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human22,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Emotional,Human23,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human24,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human25,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human26,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human27,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_3,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?",Physical,Human28,"During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human01,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human02,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human03,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human04,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human05,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human06,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human07,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Environmental,Human08,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human09,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human10,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human11,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Intellectual,Human12,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human13,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human14,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human15,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Emotional,Human16,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human17,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Spiritual,Human18,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Environmental,Human19,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human20,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human21,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human22,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Emotional,Human23,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Social,Human24,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human25,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human26,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Emotional,Human27,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_4,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?",Physical,Human28,"During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human01,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human02,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human03,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human04,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human05,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human06,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human07,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Environmental,Human08,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human09,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human10,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human11,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Emotional,Human12,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human13,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human14,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human15,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Emotional,Human16,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human17,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Social,Human18,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Environmental,Human19,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human20,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human21,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human22,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human23,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Social,Human24,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human25,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human26,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human27,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_10_5,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?",Physical,Human28,"During the past month, how often has your bed partner or room mate reported other restlessness while you sleep"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human01,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human02,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human03,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human04,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human05,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human06,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human07,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human08,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human09,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human10,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human11,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human13,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human14,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human15,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human16,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human17,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Spiritual,Human18,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human19,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human20,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human21,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human22,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human23,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human24,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human25,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
PSS_2,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",Physical,Human26,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night"
