qid,text,answer,source,text_norm
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human11,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human12,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human13,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Intellectual,Human14,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human15,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Occupational,Human16,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human17,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human18,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Occupational,Human19,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human20,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Social,Human21,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human22,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human23,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Emotional,Human24,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human25,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human26,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Spiritual,Human27,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.2",Environmental,Human28,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human01,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human02,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human03,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human04,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human05,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human06,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human07,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human08,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human09,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Physical,Human10,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human11,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human12,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human13,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Intellectual,Human14,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human15,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Occupational,Human16,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human17,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human18,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human19,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human20,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human21,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human22,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human23,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human24,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human25,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human26,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human27,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Environmental,Human28,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human01,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human02,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human03,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human04,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human05,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human06,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human07,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human08,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human09,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human10,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human11,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human12,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human13,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Intellectual,Human14,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human15,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Occupational,Human16,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human17,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Occupational,Human18,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human19,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human20,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human21,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human22,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human23,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human24,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human25,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human26,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human27,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Environmental,Human28,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human01,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human02,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human03,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human04,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human05,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human06,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human07,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human08,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Occupational,Human09,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human10,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human11,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human12,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human13,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Intellectual,Human14,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human15,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Occupational,Human16,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human17,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human18,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Intellectual,Human19,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human20,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human21,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human22,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human23,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human24,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human25,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human26,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human27,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Environmental,Human28,"When I look at the story of my life, I am pleased with how things have turned out so far"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human01,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human02,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human03,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human04,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human05,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human06,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human07,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human08,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human09,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human10,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human11,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human12,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human13,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human14,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human15,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human16,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human17,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human18,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human19,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human20,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human21,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human22,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human23,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human24,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human25,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human26,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human27,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human28,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human01,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human02,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human03,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human04,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human05,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human06,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human07,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human08,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human09,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human10,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human11,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human12,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human13,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human14,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human15,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human16,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human17,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Environmental,Human18,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Social,Human19,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human20,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Social,Human21,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human22,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human23,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human24,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human25,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human26,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human27,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Environmental,Human28,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human01,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human02,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human03,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human04,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human05,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human06,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human07,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human08,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human09,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human10,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human11,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human12,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human13,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human14,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human15,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human16,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human17,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human18,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human19,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human20,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human21,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human22,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human23,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human24,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human25,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human26,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human27,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Environmental,Human28,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human01,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human02,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human03,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human04,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human05,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human06,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human07,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human08,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human09,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human10,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human11,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human12,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human13,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human14,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human15,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human16,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human17,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human18,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human19,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human20,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human21,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human22,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human23,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human24,"Some people wander aimlessly through life, but I am not one of them"
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human25,"Some people wander aimlessly through life, but I am not one of them"
