qid,text_norm,answer,source
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_6,Maintaining close relationships has been difficult and frustrating for me,Social,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_7,I live life one day at a time and don't really think about the future,Intellectual,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
PWB_8,"In general, I feel I am in charge of the situation in which I live",Environmental,ChatGPT-5.2
