qid,text,Emotional,Environmental,Financial,Intellectual,Occupational,Physical,Social,Spiritual
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,3,0,0,2,0,1,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,2,1,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,2,0,0,0,0,0,0,1
PERMA3_4,To what extent do you feel excited and interested in things?,7,5,3,2,6,4,8,1
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,2,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,5,0,0,4,3,2,1,0
PERMA3_4,To what extent do you feel excited and interested in things?,0,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,4,0,0,3,0,0,1,2
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,2
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,3,0,0,0,0,0,2,1
PERMA3_4,To what extent do you feel excited and interested in things?,2,1,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,8,4,3,5,1,2,6,7
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,2,3
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,2,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,0,0,0,0,0,0,0
PERMA3_4,To what extent do you feel excited and interested in things?,1,3,0,5,0,2,0,4
PERMA3_5,How lonely do you feel in your daily life?,2,1,0,0,0,0,3,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,3,1,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,0,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,0,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,0,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,0,5,0,3,4,1,2,6
PERMA3_5,How lonely do you feel in your daily life?,2,0,0,0,0,0,1,0
PERMA3_5,How lonely do you feel in your daily life?,2,7,5,6,4,3,1,8
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,3,0,0,1,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,0,1,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,3,1,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,2,0,0,0,0,0,1,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,2,0,0,0,0,0,0,1
PERMA3_5,How lonely do you feel in your daily life?,0,0,0,0,0,0,1,0
PERMA3_5,How lonely do you feel in your daily life?,0,1,0,0,0,0,0,0
PERMA3_5,How lonely do you feel in your daily life?,0,1,0,0,0,0,3,2
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,2,0,0,0,0,0,1,0
PERMA3_5,How lonely do you feel in your daily life?,1,0,0,0,0,0,2,0
PERMA3_5,How lonely do you feel in your daily life?,7,2,3,5,1,4,8,6
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,1,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,1,0,2,0,3,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,2,0,0,1,0,3,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,3,4,2,5,8,6,7,1
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,3,0,0,0,0,2,1,4
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,0,0,0,1,0,0
PERMA4_1,How satisfied are you with your current physical health?,5,2,1,6,4,8,3,7
PERMA4_1,How satisfied are you with your current physical health?,2,0,0,0,0,3,1,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,1,0,0,0,0,2,0,0
PERMA4_1,How satisfied are you with your current physical health?,0,0,1,4,3,5,0,2
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,3,0,0,2,0,0,0,1
PERMA5_1,How often do you feel positive?,2,0,0,0,0,0,0,1
PERMA5_1,How often do you feel positive?,4,0,0,0,2,1,3,0
PERMA5_1,How often do you feel positive?,4,1,0,0,0,0,2,3
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,4,8,1,2,7,5,6,3
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,6,1,8,3,2,7,5,4
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,2,0,0,0,0,0,1,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,2,0,0,0,0,0,0,1
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,0,0,0,1,0,0,0,0
PERMA5_1,How often do you feel positive?,8,3,5,2,1,6,7,4
PERMA5_1,How often do you feel positive?,2,0,0,0,0,0,0,1
PERMA5_1,How often do you feel positive?,2,0,0,0,0,0,0,1
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,1,0,0,0,0,0,0,0
PERMA5_1,How often do you feel positive?,5,2,6,7,4,3,0,1
PERMA5_2,How often do you feel angry?,4,1,0,0,0,0,2,3
PERMA5_2,How often do you feel angry?,3,0,0,2,0,1,0,0
PERMA5_2,How often do you feel angry?,2,1,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,3,1,0,0,0,0,2,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,2,0,4,3,5,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,6,4,2,8,5,3,1,7
PERMA5_2,How often do you feel angry?,2,0,0,1,0,0,0,0
PERMA5_2,How often do you feel angry?,0,0,1,0,0,2,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,2,1,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,2,0,0,0,0,0,0,1
PERMA5_2,How often do you feel angry?,2,0,0,0,0,0,1,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,1,0,0,0,0,0,0,0
PERMA5_2,How often do you feel angry?,8,3,1,2,4,5,6,7
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,1,0,0,0,2,0,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,7,6,2,4,1,3,8,5
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,5,2,7,8,6,3,4,1
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,3,1,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,1,0,0,0,2,0,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,5,2,7,8,6,3,4,1
PWB_16,I have not experienced many warm and trusting relationships with others.,7,6,2,4,1,3,8,5
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,3,1,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,0,0,0,0,0,1,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,1,2,0,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_16,I have not experienced many warm and trusting relationships with others.,1,0,0,0,0,0,2,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_16,I have not experienced many warm and trusting relationships with others.,0,0,0,0,1,2,0,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_16,I have not experienced many warm and trusting relationships with others.,2,1,0,0,0,0,3,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",3,0,0,2,0,0,1,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",5,1,0,4,0,0,3,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,2,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,1,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",4,1,6,5,3,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,2,0,0,1,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,2,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,1,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,2,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,1,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,0,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,1,0,0,3,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,3,0,0,1,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,4,0,0,3,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,2,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,2,0,1,0,0,3,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,3,5,0,4,1,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,1,0,0,4,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,3,4,8,6,5,7,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",7,5,3,8,2,1,6,4
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,1,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",5,1,0,4,0,0,3,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,3,5,0,4,1,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",3,0,0,2,0,0,1,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,2,0,1,0,0,3,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,2,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,4,0,0,3,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,3,0,0,1,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,1,0,0,3,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,0,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,3,4,8,6,5,7,1
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,1,0,0,4,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,1,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,2,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",0,0,0,2,0,0,1,3
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",4,1,6,5,3,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",2,0,0,0,0,0,1,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,0,0,0,0,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,2,0
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,3,0,0,0,2
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",7,5,3,8,2,1,6,4
PWB_18,"I judge myself by what I think is important, not by the values of what others think is important.",1,0,0,2,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,3,6,2,4,8,7,5
PWS_11,Life does not hold much future promise for me.,1,2,0,0,0,0,0,3
PWS_11,Life does not hold much future promise for me.,4,0,1,0,0,0,2,3
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,2,0,0,0,0,0,0,1
PWS_11,Life does not hold much future promise for me.,2,5,0,1,4,0,3,6
PWS_11,Life does not hold much future promise for me.,0,0,0,0,0,0,0,1
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,3,1,0,2,0,0,0,0
PWS_11,Life does not hold much future promise for me.,2,0,0,0,1,0,0,3
PWS_11,Life does not hold much future promise for me.,3,2,5,7,6,1,4,8
PWS_11,Life does not hold much future promise for me.,1,3,2,4,5,0,0,6
PWS_11,Life does not hold much future promise for me.,7,0,4,6,5,3,2,1
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,4,0,2,3,1,0,0,0
PWS_11,Life does not hold much future promise for me.,6,7,2,5,1,4,3,8
PWS_11,Life does not hold much future promise for me.,8,5,3,6,2,4,7,1
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,1,0,0,2,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,8,5,3,6,2,4,7,1
PWS_11,Life does not hold much future promise for me.,3,0,0,2,1,0,0,4
PWS_11,Life does not hold much future promise for me.,1,2,0,0,0,0,0,3
PWS_11,Life does not hold much future promise for me.,4,0,1,0,0,0,2,3
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,2,0,0,0,0,0,0,1
PWS_11,Life does not hold much future promise for me.,2,5,0,1,4,0,3,6
PWS_11,Life does not hold much future promise for me.,0,0,0,0,0,0,0,1
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,3,1,0,2,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,2,0,0,0,1,0,0,3
PWS_11,Life does not hold much future promise for me.,3,2,5,7,6,1,4,8
PWS_11,Life does not hold much future promise for me.,1,3,2,4,5,0,0,6
PWS_11,Life does not hold much future promise for me.,7,0,4,6,5,3,2,1
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,0
PWS_11,Life does not hold much future promise for me.,4,0,2,3,1,0,0,0
PWS_11,Life does not hold much future promise for me.,6,7,2,5,1,4,3,8
PWS_11,Life does not hold much future promise for me.,1,0,0,0,0,0,0,2
PWS_11,Life does not hold much future promise for me.,3,0,0,2,1,0,0,4
PWS_11,Life does not hold much future promise for me.,1,0,0,2,0,0,0,0
PWS_11,Life does not hold much future promise for me.,1,3,6,2,4,8,7,5
PWS_11,Life does not hold much future promise for me.,2,0,0,0,0,0,3,1
PWS_11,Life does not hold much future promise for me.,2,0,0,0,0,0,3,1
PWS_12,I avoid activities which require me to concentrate.,5,3,2,8,1,7,6,4
PWS_12,I avoid activities which require me to concentrate.,1,2,3,8,6,4,5,7
PWS_12,I avoid activities which require me to concentrate.,1,0,0,3,0,2,0,0
PWS_12,I avoid activities which require me to concentrate.,1,0,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,3,2,1,0,0
PWS_12,I avoid activities which require me to concentrate.,1,3,4,0,0,0,2,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,1,0,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,1,0,3,2,0,0,0
PWS_12,I avoid activities which require me to concentrate.,2,0,0,3,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,3,0,1,2,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,3,2,1,0,0
PWS_12,I avoid activities which require me to concentrate.,2,0,0,3,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,1,3,0,5,2,6,4,0
PWS_12,I avoid activities which require me to concentrate.,0,1,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,5,3,2,8,1,7,6,4
PWS_12,I avoid activities which require me to concentrate.,1,2,3,8,6,4,5,7
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,1,0,0,3,0,2,0,0
PWS_12,I avoid activities which require me to concentrate.,1,0,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,3,2,1,0,0
PWS_12,I avoid activities which require me to concentrate.,1,3,4,0,0,0,2,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,1,0,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,2,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,1,0,3,2,0,0,0
PWS_12,I avoid activities which require me to concentrate.,2,0,0,3,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,3,0,1,2,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,3,2,1,0,0
PWS_12,I avoid activities which require me to concentrate.,2,0,0,3,1,0,0,0
PWS_12,I avoid activities which require me to concentrate.,1,3,0,5,2,6,4,0
PWS_12,I avoid activities which require me to concentrate.,0,1,0,2,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_12,I avoid activities which require me to concentrate.,0,0,0,1,0,0,0,0
PWS_13,I always look on the bright side of things.,0,0,0,0,0,0,0,1
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,2
PWS_13,I always look on the bright side of things.,2,0,0,0,0,0,0,1
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,2,1,0,0,0,0,0,3
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,2,0,0,0,0,0,0,1
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,3,0,0,1,0,0,0,2
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,2
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,2,0,0,0,0,0,0,1
PWS_13,I always look on the bright side of things.,2,0,0,3,0,1,0,0
PWS_13,I always look on the bright side of things.,0,2,0,1,3,0,0,0
PWS_13,I always look on the bright side of things.,3,1,0,0,0,0,0,2
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,3,0,0,2,0,0,0,1
PWS_13,I always look on the bright side of things.,8,6,1,5,3,2,4,7
PWS_13,I always look on the bright side of things.,1,2,3,5,6,7,8,4
PWS_13,I always look on the bright side of things.,3,1,0,0,0,0,0,2
PWS_13,I always look on the bright side of things.,8,6,1,5,3,2,4,7
PWS_13,I always look on the bright side of things.,1,2,3,5,6,7,8,4
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,1,0,0,0,0,0,0,0
PWS_13,I always look on the bright side of things.,2,1,0,0,0,0,0,3
PWS_13,I always look on the bright side of things.,2,0,0,0,0,0,0,1
